Directive,File,Line Number,Description
#define BLYNK_PRINT Serial,examples/More/ServerAsDataStorage/ServerAsDataStorage_MultiValue/ServerAsDataStorage_MultiValue.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_MultiValue/ServerAsDataStorage_MultiValue.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_MultiValue/ServerAsDataStorage_MultiValue.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_MultiValue/ServerAsDataStorage_MultiValue.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/ServerAsDataStorage/ServerAsDataStorage_SingleValue/ServerAsDataStorage_SingleValue.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_SingleValue/ServerAsDataStorage_SingleValue.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_SingleValue/ServerAsDataStorage_SingleValue.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/ServerAsDataStorage/ServerAsDataStorage_SingleValue/ServerAsDataStorage_SingleValue.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/SetProperty/SetProperty_MultiValue/SetProperty_MultiValue.ino,29,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/SetProperty/SetProperty_MultiValue/SetProperty_MultiValue.ino,37,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/SetProperty/SetProperty_MultiValue/SetProperty_MultiValue.ino,38,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/SetProperty/SetProperty_MultiValue/SetProperty_MultiValue.ino,39,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,27,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,35,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,36,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,37,Includes the contents of a file (BlynkSimpleEthernet.h)
"#define BLYNK_GREEN     ""#23C48E""",examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,39,Defines a macro or constant (BLYNK_GREEN)
"#define BLYNK_BLUE      ""#04C0F8""",examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,40,Defines a macro or constant (BLYNK_BLUE)
"#define BLYNK_YELLOW    ""#ED9D00""",examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,41,Defines a macro or constant (BLYNK_YELLOW)
"#define BLYNK_RED       ""#D3435C""",examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,42,Defines a macro or constant (BLYNK_RED)
"#define BLYNK_DARK_BLUE ""#5F7CD8""",examples/More/SetProperty/SetProperty_SingleValue/SetProperty_SingleValue.ino,43,Defines a macro or constant (BLYNK_DARK_BLUE)
#define BLYNK_PRINT Serial,examples/More/Stroboscope/Stroboscope.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/Stroboscope/Stroboscope.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/Stroboscope/Stroboscope.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/Stroboscope/Stroboscope.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define LED_PIN 4,examples/More/Stroboscope/Stroboscope.ino,40,Defines a macro or constant (LED_PIN)
#define BLYNK_PRINT Serial,examples/More/Sync/ButtonInterrupt/ButtonInterrupt.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/Sync/ButtonInterrupt/ButtonInterrupt.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/Sync/ButtonInterrupt/ButtonInterrupt.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/Sync/ButtonInterrupt/ButtonInterrupt.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/Sync/ButtonPoll/ButtonPoll.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/Sync/ButtonPoll/ButtonPoll.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/Sync/ButtonPoll/ButtonPoll.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/Sync/ButtonPoll/ButtonPoll.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/Sync/HardwareSyncStateFromApp/HardwareSyncStateFromApp.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/Sync/HardwareSyncStateFromApp/HardwareSyncStateFromApp.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/Sync/HardwareSyncStateFromApp/HardwareSyncStateFromApp.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/Sync/HardwareSyncStateFromApp/HardwareSyncStateFromApp.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/Sync/SyncPhysicalButton/SyncPhysicalButton.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/Sync/SyncPhysicalButton/SyncPhysicalButton.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/Sync/SyncPhysicalButton/SyncPhysicalButton.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/Sync/SyncPhysicalButton/SyncPhysicalButton.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/More/TimeAndLocation/TimeAndLocation.ino,24,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/More/TimeAndLocation/TimeAndLocation.ino,31,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/More/TimeAndLocation/TimeAndLocation.ino,32,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/More/TimeAndLocation/TimeAndLocation.ino,33,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/Joystick/Joystick.ino,30,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/Joystick/Joystick.ino,38,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/Joystick/Joystick.ino,39,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/Joystick/Joystick.ino,40,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/LCD/LCD_AdvancedMode/LCD_AdvancedMode.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LCD/LCD_AdvancedMode/LCD_AdvancedMode.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LCD/LCD_AdvancedMode/LCD_AdvancedMode.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LCD/LCD_AdvancedMode/LCD_AdvancedMode.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/LCD/LCD_SimpleMode/LCD_SimpleMode.ino,34,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LCD/LCD_SimpleMode/LCD_SimpleMode.ino,42,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LCD/LCD_SimpleMode/LCD_SimpleMode.ino,43,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LCD/LCD_SimpleMode/LCD_SimpleMode.ino,44,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/LED/LED_Blink/LED_Blink.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LED/LED_Blink/LED_Blink.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LED/LED_Blink/LED_Blink.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LED/LED_Blink/LED_Blink.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/LED/LED_Color/LED_Color.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LED/LED_Color/LED_Color.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LED/LED_Color/LED_Color.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LED/LED_Color/LED_Color.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
"#define BLYNK_GREEN     ""#23C48E""",examples/Widgets/LED/LED_Color/LED_Color.ino,45,Defines a macro or constant (BLYNK_GREEN)
"#define BLYNK_BLUE      ""#04C0F8""",examples/Widgets/LED/LED_Color/LED_Color.ino,46,Defines a macro or constant (BLYNK_BLUE)
"#define BLYNK_YELLOW    ""#ED9D00""",examples/Widgets/LED/LED_Color/LED_Color.ino,47,Defines a macro or constant (BLYNK_YELLOW)
"#define BLYNK_RED       ""#D3435C""",examples/Widgets/LED/LED_Color/LED_Color.ino,48,Defines a macro or constant (BLYNK_RED)
"#define BLYNK_DARK_BLUE ""#5F7CD8""",examples/Widgets/LED/LED_Color/LED_Color.ino,49,Defines a macro or constant (BLYNK_DARK_BLUE)
#define BLYNK_PRINT Serial,examples/Widgets/LED/LED_Fade/LED_Fade.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LED/LED_Fade/LED_Fade.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LED/LED_Fade/LED_Fade.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LED/LED_Fade/LED_Fade.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/LED/LED_StatusOfButton/LED_StatusOfButton.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/LED/LED_StatusOfButton/LED_StatusOfButton.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/LED/LED_StatusOfButton/LED_StatusOfButton.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/LED/LED_StatusOfButton/LED_StatusOfButton.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/Map/Map.ino,32,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/Map/Map.ino,40,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/Map/Map.ino,41,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/Map/Map.ino,42,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/Menu/Menu.ino,33,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/Menu/Menu.ino,41,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/Menu/Menu.ino,42,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/Menu/Menu.ino,43,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/MusicPlayer/MusicPlayer.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/MusicPlayer/MusicPlayer.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/MusicPlayer/MusicPlayer.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/MusicPlayer/MusicPlayer.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/Terminal/Terminal.ino,28,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/Terminal/Terminal.ino,36,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/Terminal/Terminal.ino,37,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/Terminal/Terminal.ino,38,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/TimeInput/AdvancedTimeInput/AdvancedTimeInput.ino,34,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/TimeInput/AdvancedTimeInput/AdvancedTimeInput.ino,42,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/TimeInput/AdvancedTimeInput/AdvancedTimeInput.ino,43,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/TimeInput/AdvancedTimeInput/AdvancedTimeInput.ino,44,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/TimeInput/SimpleTimeInput/SimpleTimeInput.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/TimeInput/SimpleTimeInput/SimpleTimeInput.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/TimeInput/SimpleTimeInput/SimpleTimeInput.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/TimeInput/SimpleTimeInput/SimpleTimeInput.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#define BLYNK_PRINT Serial,examples/Widgets/TimeInput/UpdateTimeInputState/UpdateTimeInputState.ino,26,Defines a macro or constant (BLYNK_PRINT)
#include <SPI.h>,examples/Widgets/TimeInput/UpdateTimeInputState/UpdateTimeInputState.ino,34,Includes the contents of a file (SPI.h)
#include <Ethernet.h>,examples/Widgets/TimeInput/UpdateTimeInputState/UpdateTimeInputState.ino,35,Includes the contents of a file (Ethernet.h)
#include <BlynkSimpleEthernet.h>,examples/Widgets/TimeInput/UpdateTimeInputState/UpdateTimeInputState.ino,36,Includes the contents of a file (BlynkSimpleEthernet.h)
#ifndef BlynkApiLinux_h,linux/BlynkApiLinux.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkApiLinux_h
#define BlynkApiLinux_h,linux/BlynkApiLinux.h,12,Defines a macro or constant (BlynkApiLinux_h)
#include <Blynk/BlynkApi.h>,linux/BlynkApiLinux.h,14,Includes the contents of a file (Blynk/BlynkApi.h)
#ifndef BLYNK_INFO_DEVICE,linux/BlynkApiLinux.h,16,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_DEVICE
"#define BLYNK_INFO_DEVICE  ""Linux""",linux/BlynkApiLinux.h,17,Defines a macro or constant (BLYNK_INFO_DEVICE)
#endif,linux/BlynkApiLinux.h,18,Ends conditional compilation block
#ifdef BLYNK_INFO_DEVICE,linux/BlynkApiLinux.h,28,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_DEVICE
#endif,linux/BlynkApiLinux.h,30,Ends conditional compilation block
#ifdef BLYNK_INFO_CPU,linux/BlynkApiLinux.h,31,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_CPU
#endif,linux/BlynkApiLinux.h,33,Ends conditional compilation block
#ifdef BLYNK_INFO_CONNECTION,linux/BlynkApiLinux.h,34,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_CONNECTION
#endif,linux/BlynkApiLinux.h,36,Ends conditional compilation block
#ifdef BLYNK_FIRMWARE_TYPE,linux/BlynkApiLinux.h,37,Conditional compilation - evaluates compile-time expression - def BLYNK_FIRMWARE_TYPE
#endif,linux/BlynkApiLinux.h,39,Ends conditional compilation block
#ifdef BLYNK_FIRMWARE_VERSION,linux/BlynkApiLinux.h,40,Conditional compilation - evaluates compile-time expression - def BLYNK_FIRMWARE_VERSION
#endif,linux/BlynkApiLinux.h,42,Ends conditional compilation block
#ifdef BLYNK_TEMPLATE_ID,linux/BlynkApiLinux.h,51,Conditional compilation - evaluates compile-time expression - def BLYNK_TEMPLATE_ID
#endif,linux/BlynkApiLinux.h,58,Ends conditional compilation block
#ifndef BLYNK_NO_BUILTIN,linux/BlynkApiLinux.h,83,Conditional compilation - evaluates compile-time expression - ndef BLYNK_NO_BUILTIN
#ifdef BLYNK_DEBUG,linux/BlynkApiLinux.h,88,Conditional compilation - evaluates compile-time expression - def BLYNK_DEBUG
#endif,linux/BlynkApiLinux.h,90,Ends conditional compilation block
#endif,linux/BlynkApiLinux.h,117,Ends conditional compilation block
#endif,linux/BlynkApiLinux.h,146,Ends conditional compilation block
#ifndef BlynkApiWiringPi_h,linux/BlynkApiWiringPi.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkApiWiringPi_h
#define BlynkApiWiringPi_h,linux/BlynkApiWiringPi.h,12,Defines a macro or constant (BlynkApiWiringPi_h)
#include <Blynk/BlynkApi.h>,linux/BlynkApiWiringPi.h,14,Includes the contents of a file (Blynk/BlynkApi.h)
#ifndef BLYNK_INFO_DEVICE,linux/BlynkApiWiringPi.h,16,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_DEVICE
"#define BLYNK_INFO_DEVICE  ""Raspberry""",linux/BlynkApiWiringPi.h,17,Defines a macro or constant (BLYNK_INFO_DEVICE)
#endif,linux/BlynkApiWiringPi.h,18,Ends conditional compilation block
#ifdef BLYNK_INFO_DEVICE,linux/BlynkApiWiringPi.h,28,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_DEVICE
#endif,linux/BlynkApiWiringPi.h,30,Ends conditional compilation block
#ifdef BLYNK_INFO_CPU,linux/BlynkApiWiringPi.h,31,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_CPU
#endif,linux/BlynkApiWiringPi.h,33,Ends conditional compilation block
#ifdef BLYNK_INFO_CONNECTION,linux/BlynkApiWiringPi.h,34,Conditional compilation - evaluates compile-time expression - def BLYNK_INFO_CONNECTION
#endif,linux/BlynkApiWiringPi.h,36,Ends conditional compilation block
#ifdef BLYNK_FIRMWARE_TYPE,linux/BlynkApiWiringPi.h,37,Conditional compilation - evaluates compile-time expression - def BLYNK_FIRMWARE_TYPE
#endif,linux/BlynkApiWiringPi.h,39,Ends conditional compilation block
#ifdef BLYNK_FIRMWARE_VERSION,linux/BlynkApiWiringPi.h,40,Conditional compilation - evaluates compile-time expression - def BLYNK_FIRMWARE_VERSION
#endif,linux/BlynkApiWiringPi.h,42,Ends conditional compilation block
#ifdef BLYNK_TEMPLATE_ID,linux/BlynkApiWiringPi.h,51,Conditional compilation - evaluates compile-time expression - def BLYNK_TEMPLATE_ID
#endif,linux/BlynkApiWiringPi.h,58,Ends conditional compilation block
#if defined(analogInputToDigitalPin),linux/BlynkApiWiringPi.h,66,Conditional compilation - evaluates compile-time expression - defined(analogInputToDigitalPin)
#define BLYNK_DECODE_PIN(it) (((it).asStr()[0] == 'A') ? analogInputToDigitalPin(atoi((it).asStr()+1)) : (it).asInt()),linux/BlynkApiWiringPi.h,67,Defines a macro or constant (BLYNK_DECODE_PIN)
#else,linux/BlynkApiWiringPi.h,68,Else clause for conditional compilation
#define BLYNK_DECODE_PIN(it) ((it).asInt()),linux/BlynkApiWiringPi.h,69,Defines a macro or constant (BLYNK_DECODE_PIN)
#if defined(BLYNK_DEBUG_ALL),linux/BlynkApiWiringPi.h,71,Conditional compilation - evaluates compile-time expression - defined(BLYNK_DEBUG_ALL)
"#pragma message ""analogInputToDigitalPin not defined""",linux/BlynkApiWiringPi.h,72,"Compiler-specific directive - message ""analogInputToDigitalPin not defined"""
#endif,linux/BlynkApiWiringPi.h,73,Ends conditional compilation block
#endif,linux/BlynkApiWiringPi.h,74,Ends conditional compilation block
#ifndef BLYNK_NO_BUILTIN,linux/BlynkApiWiringPi.h,94,Conditional compilation - evaluates compile-time expression - ndef BLYNK_NO_BUILTIN
#ifdef BLYNK_DEBUG,linux/BlynkApiWiringPi.h,114,Conditional compilation - evaluates compile-time expression - def BLYNK_DEBUG
#endif,linux/BlynkApiWiringPi.h,116,Ends conditional compilation block
#endif,linux/BlynkApiWiringPi.h,146,Ends conditional compilation block
#endif,linux/BlynkApiWiringPi.h,175,Ends conditional compilation block
